Date,Thor Low Volatility SDQ - Gross,Thor Low Volatility SDQ - Net,State Street SPDR S&P 500 ETF
2024-12-31,-2.4175472385544516,-2.4341491807072457,-2.409986671923814
2025-01-31,3.17929960063168,3.161736702063811,2.6856441107538265
2025-02-28,-1.8057247581060976,-1.8205255935498266,-1.2694653550941903
2025-03-31,-4.307306775329678,-4.32346368079477,-5.572105438092779
2025-04-30,0.026307548162107786,0.009926004918314746,-0.8670539385401965
2025-05-31,6.506031738033635,6.487978541031314,6.28450814422381
2025-06-30,5.324537764059611,5.307369766836145,5.139351490660449
2025-07-31,1.6687656855915112,1.6514481221637123,2.303126303147174
2025-08-31,2.070583610015486,2.0531800486923046,2.051922930861494
2025-09-30,3.666150450462591,3.649201449045969,3.5606330261137575
2025-10-31,3.2809201661849308,3.263480822417897,2.38372094003938
2025-11-30,-0.4955814981254414,-0.5118027408163917,0.19498758913090164
2025-12-31,0.5012482294213694,0.48410872483757306,0.07716772751418244
2026-01-31,1.6104546224621208,1.5931963926400838,1.4737555503431032
2026-02-06,-1.0229618362190829,-1.0229618362190829,-2.073789167393836
