Date,Thor Dollar ALT - Gross,Thor Dollar ALT - Net,abrdn Physical Precious Metals Basket Shares ETF
2024-09-30,3.3633685703298832,3.346331938569924,5.888402932058234
2024-10-31,2.8890006180507966,2.871384474438643,4.691500103687951
2024-11-30,-2.128078171623371,-2.1440302468162864,-4.514978213616461
2024-12-31,-0.9499054468566914,-0.9666146646754803,-3.0463575474644955
2025-01-31,4.553936265468805,4.536248888776906,7.4590264775526105
2025-02-28,1.2486188987225422,1.2330599743704873,0.4152834470312339
2025-03-31,6.51171934632957,6.493857340840581,9.27583780736465
2025-04-30,2.8979244549605543,2.8809783983173576,2.0236346918195647
2025-05-31,-0.03412615107715178,-0.05112861188260043,0.8327802994120281
2025-06-30,0.24699703072594836,0.2306819371544755,3.7239838409202086
2025-07-31,-0.3745905833230534,-0.3913991522360605,0.26785292258295623
2025-08-31,3.03815267339993,3.020801667991213,5.378292052438449
2025-09-30,7.298248863472878,7.280755277173179,13.345216604717747
2025-10-31,2.3006203521750646,2.2832288145931523,4.019353560236816
2025-11-30,3.5128783039448885,3.4960477041692473,8.361419477511367
2025-12-31,1.447802607249793,1.4305423997499789,10.247223473665779
2026-01-31,8.234414063833807,8.214618125323248,13.73532623646112
2026-02-06,-0.48018892609524855,-0.48018892609524855,-5.627790577425651
